system,classifier,technique,AUC
poi-1.5,GLM,UNDER,0.746664693512185
poi-1.5,GLM,SMOTE,0.741976708706864
poi-1.5,GLM,ROSE,0.746225321603013
poi-2.0,GLM,ORIGINAL,0.611411611406817
poi-2.0,GLM,OVER,0.595698416508401
poi-2.0,GLM,UNDER,0.599344716338882
poi-2.0,GLM,SMOTE,0.613022848390678
poi-2.0,GLM,ROSE,0.651760774809533
poi-2.5,GLM,ORIGINAL,0.781549038026676
poi-2.5,GLM,OVER,0.780338393087601
poi-2.5,GLM,UNDER,0.782483705065727
poi-2.5,GLM,SMOTE,0.781456407828823
poi-2.5,GLM,ROSE,0.774652818021788
poi-3.0,GLM,ORIGINAL,0.785024720478733
poi-3.0,GLM,OVER,0.785341834956972
poi-3.0,GLM,UNDER,0.783726817193012
poi-3.0,GLM,SMOTE,0.787183417358713
poi-3.0,GLM,ROSE,0.779583079556642
prop-1,GLM,ORIGINAL,0.739223944134806
prop-1,GLM,OVER,0.740555792316003
prop-1,GLM,UNDER,0.740449515703488
prop-1,GLM,SMOTE,0.740529011231556
prop-1,GLM,ROSE,0.720903587508324
prop-2,GLM,ORIGINAL,0.697567537607258
prop-2,GLM,OVER,0.700075582703653
prop-2,GLM,UNDER,0.6999783916675
prop-2,GLM,SMOTE,0.699665691679352
prop-2,GLM,ROSE,0.67217455253159
prop-3,GLM,ORIGINAL,0.682533309372859
prop-3,GLM,OVER,0.686273985651457
prop-3,GLM,UNDER,0.684991679251944
prop-3,GLM,SMOTE,0.684833504695197
prop-3,GLM,ROSE,0.666198717392017
prop-4,GLM,ORIGINAL,0.727407694614231
prop-4,GLM,OVER,0.72970089310954
prop-4,GLM,UNDER,0.727591657707096
prop-4,GLM,SMOTE,0.728629280887098
prop-4,GLM,ROSE,0.679824625480684
prop-5,GLM,ORIGINAL,0.696248328238593
prop-5,GLM,OVER,0.6978484731695
prop-5,GLM,UNDER,0.697477904574438
prop-5,GLM,SMOTE,0.69659276802927
prop-5,GLM,ROSE,0.666034937901571
prop-6,GLM,ORIGINAL,0.707393679736957
prop-6,GLM,OVER,0.704079425809175
prop-6,GLM,UNDER,0.69584501324822
prop-6,GLM,SMOTE,0.690044286289993
prop-6,GLM,ROSE,0.694299809497918
redaktor,GLM,ORIGINAL,0.764957944464968
redaktor,GLM,OVER,0.768614856334293
redaktor,GLM,UNDER,0.715265549587243
redaktor,GLM,SMOTE,0.747441782020894
redaktor,GLM,ROSE,0.689254355378185
serapion,GLM,ORIGINAL,0.659989587682699
serapion,GLM,OVER,0.670311312689718
serapion,GLM,UNDER,0.657757739552902
serapion,GLM,SMOTE,0.664454512813182
serapion,GLM,ROSE,0.759203833089282
skarbonka,GLM,ORIGINAL,0.743785613449158
skarbonka,GLM,OVER,0.752201319475158
skarbonka,GLM,UNDER,0.694044972962194
skarbonka,GLM,SMOTE,0.718980911176886
skarbonka,GLM,ROSE,0.756444528270147
sklebagd,GLM,ORIGINAL,0.63481746031746
sklebagd,GLM,OVER,0.64831746031746
sklebagd,GLM,UNDER,0.655668650793651
sklebagd,GLM,SMOTE,0.674261904761905
sklebagd,GLM,ROSE,0.67756746031746
synapse-1.1,GLM,ORIGINAL,0.741620210504835
synapse-1.1,GLM,OVER,0.729609814731372
synapse-1.1,GLM,UNDER,0.733151472763679
synapse-1.1,GLM,SMOTE,0.735121076926388
synapse-1.1,GLM,ROSE,0.713151131618898
synapse-1.2,GLM,ORIGINAL,0.717475834206385
synapse-1.2,GLM,OVER,0.719333870992795
synapse-1.2,GLM,UNDER,0.714698528301172
synapse-1.2,GLM,SMOTE,0.711075099219447
synapse-1.2,GLM,ROSE,0.70805176211318
systemdata,GLM,ORIGINAL,0.690914535701607
systemdata,GLM,OVER,0.690919328542569
systemdata,GLM,UNDER,0.682883967184396
systemdata,GLM,SMOTE,0.708085818535647
systemdata,GLM,ROSE,0.662733405093931
szybkafucha,GLM,ORIGINAL,0.665750793650794
szybkafucha,GLM,OVER,0.662925396825397
szybkafucha,GLM,UNDER,0.68604880952381
szybkafucha,GLM,SMOTE,0.658933333333333
szybkafucha,GLM,ROSE,0.715760317460317
termoproject,GLM,ORIGINAL,0.607386124523625
termoproject,GLM,OVER,0.617275626456877
termoproject,GLM,UNDER,0.617443924131424
termoproject,GLM,SMOTE,0.616153486790987
termoproject,GLM,ROSE,0.681894284881785
tomcat,GLM,ORIGINAL,0.78607869770974
tomcat,GLM,OVER,0.784587653631988
tomcat,GLM,UNDER,0.778742025328642
tomcat,GLM,SMOTE,0.770470612961948
tomcat,GLM,ROSE,0.790752239266406
velocity-1.4,GLM,ORIGINAL,0.678920309446581
velocity-1.4,GLM,OVER,0.672161364876374
velocity-1.4,GLM,UNDER,0.666214122518255
velocity-1.4,GLM,SMOTE,0.670527144657735
velocity-1.4,GLM,ROSE,0.680921582434843
velocity-1.5,GLM,ORIGINAL,0.661041125249674
velocity-1.5,GLM,OVER,0.659384796967597
velocity-1.5,GLM,UNDER,0.651630422115359
velocity-1.5,GLM,SMOTE,0.667598748684628
velocity-1.5,GLM,ROSE,0.667295831008343
velocity-1.6,GLM,ORIGINAL,0.726162254896938
velocity-1.6,GLM,OVER,0.723027657638542
velocity-1.6,GLM,UNDER,0.724297499133691
velocity-1.6,GLM,SMOTE,0.722253410805183
velocity-1.6,GLM,ROSE,0.708494000752643
workflow,GLM,ORIGINAL,0.637576313303099
workflow,GLM,OVER,0.637661567775258
workflow,GLM,UNDER,0.629521639009139
workflow,GLM,SMOTE,0.617153604640509
workflow,GLM,ROSE,0.642348499163975
xalan-2.4,GLM,ORIGINAL,0.709108373217018
xalan-2.4,GLM,OVER,0.713105323871501
xalan-2.4,GLM,UNDER,0.703242421460203
xalan-2.4,GLM,SMOTE,0.701208725176109
xalan-2.4,GLM,ROSE,0.678868503030341
xalan-2.5,GLM,ORIGINAL,0.574516151880755
xalan-2.5,GLM,OVER,0.57545527478932
xalan-2.5,GLM,UNDER,0.575133977637684
xalan-2.5,GLM,SMOTE,0.569590277945535
xalan-2.5,GLM,ROSE,0.561828162673311
xalan-2.6,GLM,ORIGINAL,0.783852291696582
xalan-2.6,GLM,OVER,0.784091742358776
xalan-2.6,GLM,UNDER,0.783968175046752
xalan-2.6,GLM,SMOTE,0.781581631075743
xalan-2.6,GLM,ROSE,0.779254792587999
xerces-1.2,GLM,ORIGINAL,0.578767259040653
xerces-1.2,GLM,OVER,0.595944990789204
xerces-1.2,GLM,UNDER,0.624481806921851
xerces-1.2,GLM,SMOTE,0.597615871082817
xerces-1.2,GLM,ROSE,0.568250887331846
xerces-1.3,GLM,ORIGINAL,0.796605152481561
xerces-1.3,GLM,OVER,0.797746714943803
xerces-1.3,GLM,UNDER,0.794419477622872
xerces-1.3,GLM,SMOTE,0.789951732076534
xerces-1.3,GLM,ROSE,0.800711682729636
xerces-1.4,GLM,ORIGINAL,0.905691246678657
xerces-1.4,GLM,OVER,0.901354147896116
xerces-1.4,GLM,UNDER,0.898989610226595
xerces-1.4,GLM,SMOTE,0.901642343041849
xerces-1.4,GLM,ROSE,0.896119566928903
xerces-init,GLM,ORIGINAL,0.687424105279955
xerces-init,GLM,OVER,0.68556854824791
xerces-init,GLM,UNDER,0.692758474964766
xerces-init,GLM,SMOTE,0.682159321536582
xerces-init,GLM,ROSE,0.623584851085544
zuzel,GLM,ORIGINAL,0.681177862811791
zuzel,GLM,OVER,0.682304846938775
zuzel,GLM,UNDER,0.664640674603175
zuzel,GLM,SMOTE,0.684741808390023
zuzel,GLM,ROSE,0.716900963718821
eclipse-2.0,GLM,ORIGINAL,0.795812463972829
eclipse-2.0,GLM,OVER,0.797632469924597
eclipse-2.0,GLM,UNDER,0.796700128590018
eclipse-2.0,GLM,SMOTE,0.79777484932981
eclipse-2.0,GLM,ROSE,0.779979052076222
eclipse-2.1,GLM,ORIGINAL,0.76800019852981
eclipse-2.1,GLM,OVER,0.771420215413454
eclipse-2.1,GLM,UNDER,0.770317352561427
eclipse-2.1,GLM,SMOTE,0.770811132818971
eclipse-2.1,GLM,ROSE,0.753358218106998
eclipse-3.0,GLM,ORIGINAL,0.783335423828041
eclipse-3.0,GLM,OVER,0.784929072616535
eclipse-3.0,GLM,UNDER,0.784478565791604
eclipse-3.0,GLM,SMOTE,0.784347010197969
eclipse-3.0,GLM,ROSE,0.767335962966336
Apache,GLM,ORIGINAL,0.75485639392345
Apache,GLM,OVER,0.754046351261924
Apache,GLM,UNDER,0.75323733697041
Apache,GLM,SMOTE,0.754361012145481
Apache,GLM,ROSE,0.740559421647755
Safe,GLM,ORIGINAL,0.737852938857785
Safe,GLM,OVER,0.740032977748386
Safe,GLM,UNDER,0.734137151086683
Safe,GLM,SMOTE,0.734428496127972
Safe,GLM,ROSE,0.748267355890462
Zxing,GLM,ORIGINAL,0.631805429566699
Zxing,GLM,OVER,0.63683676240638
Zxing,GLM,UNDER,0.637870934524583
Zxing,GLM,SMOTE,0.629408985534751
Zxing,GLM,ROSE,0.629547874002135
eclipse34_debug,GLM,ORIGINAL,0.716497804884639
eclipse34_debug,GLM,OVER,0.719351204419327
eclipse34_debug,GLM,UNDER,0.717449578143005
eclipse34_debug,GLM,SMOTE,0.716330206989546
eclipse34_debug,GLM,ROSE,0.708620260482777
eclipse34_swt,GLM,ORIGINAL,0.844512319183807
eclipse34_swt,GLM,OVER,0.847068531869923
eclipse34_swt,GLM,UNDER,0.849719737184052
eclipse34_swt,GLM,SMOTE,0.848860810932649
eclipse34_swt,GLM,ROSE,0.846913613416109
equinox,GLM,ORIGINAL,0.831966069939122
equinox,GLM,OVER,0.831711225302223
equinox,GLM,UNDER,0.831886148839285
equinox,GLM,SMOTE,0.832397928543358
equinox,GLM,ROSE,0.818532156435435
jdt,GLM,ORIGINAL,0.809237870519422
jdt,GLM,OVER,0.809033288150028
jdt,GLM,UNDER,0.807520119496904
jdt,GLM,SMOTE,0.80799862004845
jdt,GLM,ROSE,0.771341137928882
lucene,GLM,ORIGINAL,0.735094634586672
lucene,GLM,OVER,0.729434914298138
lucene,GLM,UNDER,0.727597771374145
lucene,GLM,SMOTE,0.725668542564295
lucene,GLM,ROSE,0.753149707190149
mylyn,GLM,ORIGINAL,0.781797267753762
mylyn,GLM,OVER,0.796917687985758
mylyn,GLM,UNDER,0.79157455813872
mylyn,GLM,SMOTE,0.792616475042986
mylyn,GLM,ROSE,0.769360499200407
pde,GLM,ORIGINAL,0.715561121114064
pde,GLM,OVER,0.717260670968274
pde,GLM,UNDER,0.71573033240385
pde,GLM,SMOTE,0.714667747204942
pde,GLM,ROSE,0.701457974463746
JM1,C5.0,ORIGINAL,0.66570933888048
JM1,C5.0,OVER,0.645571800243148
JM1,C5.0,UNDER,0.675436510017247
JM1,C5.0,SMOTE,0.654875319505773
JM1,C5.0,ROSE,0.641724555209439
KC3,C5.0,ORIGINAL,0.630898375465884
KC3,C5.0,OVER,0.655222590091567
KC3,C5.0,UNDER,0.633114885049917
KC3,C5.0,SMOTE,0.653081650848651
KC3,C5.0,ROSE,0.674840375896687
MC1,C5.0,ORIGINAL,0.79760171362523
MC1,C5.0,OVER,0.844377400834026
MC1,C5.0,UNDER,0.795293669932518
MC1,C5.0,SMOTE,0.83276433814267
MC1,C5.0,ROSE,0.72242545988114
MC2,C5.0,ORIGINAL,0.698728511062338
MC2,C5.0,OVER,0.712856911582761
MC2,C5.0,UNDER,0.696250766047722
MC2,C5.0,SMOTE,0.733930261332387
MC2,C5.0,ROSE,0.654105012283605
MW1,C5.0,ORIGINAL,0.701253763890988
MW1,C5.0,OVER,0.683735850068196
MW1,C5.0,UNDER,0.688804051978123
MW1,C5.0,SMOTE,0.696601397758075
MW1,C5.0,ROSE,0.616935576666912
PC1,C5.0,ORIGINAL,0.828524949417103
PC1,C5.0,OVER,0.834437493749051
PC1,C5.0,UNDER,0.826943507462485
PC1,C5.0,SMOTE,0.836080688369791
PC1,C5.0,ROSE,0.781076330914836
PC2,C5.0,ORIGINAL,0.649515106076079
PC2,C5.0,OVER,0.750919207121315
PC2,C5.0,UNDER,0.772910652417087
PC2,C5.0,SMOTE,0.775473581908523
PC2,C5.0,ROSE,0.616698009981246
PC3,C5.0,ORIGINAL,0.800035080840903
PC3,C5.0,OVER,0.801269493397787
PC3,C5.0,UNDER,0.794809842818508
PC3,C5.0,SMOTE,0.805487005307151
PC3,C5.0,ROSE,0.782206280246927
PC4,C5.0,ORIGINAL,0.917254931945972
PC4,C5.0,OVER,0.916467410914293
PC4,C5.0,UNDER,0.912931201213006
PC4,C5.0,SMOTE,0.919026735517945
PC4,C5.0,ROSE,0.817842093115593
PC5,C5.0,ORIGINAL,0.764258148921869
PC5,C5.0,OVER,0.777270227491907
PC5,C5.0,UNDER,0.759367072619826
PC5,C5.0,SMOTE,0.781866102933194
PC5,C5.0,ROSE,0.6906784709549
ar4,C5.0,ORIGINAL,0.743068577375932
ar4,C5.0,OVER,0.743805326020025
ar4,C5.0,UNDER,0.746534740164305
ar4,C5.0,SMOTE,0.75425036825119
ar4,C5.0,ROSE,0.670670466914647
ar6,C5.0,ORIGINAL,0.585756504971323
ar6,C5.0,OVER,0.663622814784978
ar6,C5.0,UNDER,0.616758791618999
ar6,C5.0,SMOTE,0.658125839777176
ar6,C5.0,ROSE,0.650653045309985
cm1,C5.0,ORIGINAL,0.744617073764716
cm1,C5.0,OVER,0.75141405678817
cm1,C5.0,UNDER,0.741222882591903
cm1,C5.0,SMOTE,0.747494587182165
cm1,C5.0,ROSE,0.634588862533396
kc2,C5.0,ORIGINAL,0.767826336261609
kc2,C5.0,OVER,0.788574151929227
kc2,C5.0,UNDER,0.818279833705325
kc2,C5.0,SMOTE,0.81175334453217
kc2,C5.0,ROSE,0.761549543627278
ant-1.3,C5.0,ORIGINAL,0.654861284583819
ant-1.3,C5.0,OVER,0.686359987184498
ant-1.3,C5.0,UNDER,0.669154024671337
ant-1.3,C5.0,SMOTE,0.670427421586279
ant-1.3,C5.0,ROSE,0.665991146271246
ant-1.4,C5.0,ORIGINAL,0.632793537625672
ant-1.4,C5.0,OVER,0.641393141166813
ant-1.4,C5.0,UNDER,0.612850321957706
ant-1.4,C5.0,SMOTE,0.638148618516401
ant-1.4,C5.0,ROSE,0.595410442198745
ant-1.5,C5.0,ORIGINAL,0.736337459235653
ant-1.5,C5.0,OVER,0.748422911293303
ant-1.5,C5.0,UNDER,0.727751790197247
ant-1.5,C5.0,SMOTE,0.738678065688009
ant-1.5,C5.0,ROSE,0.736902026468196
ant-1.6,C5.0,ORIGINAL,0.76702064842784
ant-1.6,C5.0,OVER,0.767914133546913
ant-1.6,C5.0,UNDER,0.75510567483704
ant-1.6,C5.0,SMOTE,0.768189997510678
ant-1.6,C5.0,ROSE,0.748758977778964
ant-1.7,C5.0,ORIGINAL,0.759627241930365
ant-1.7,C5.0,OVER,0.754293071552357
ant-1.7,C5.0,UNDER,0.756788450194209
ant-1.7,C5.0,SMOTE,0.765863919417823
ant-1.7,C5.0,ROSE,0.731184644415164
arc,C5.0,ORIGINAL,0.732868315762616
arc,C5.0,OVER,0.746437342197781
arc,C5.0,UNDER,0.719019014159358
arc,C5.0,SMOTE,0.756508143854986
arc,C5.0,ROSE,0.510736560653701
berek,C5.0,ORIGINAL,0.877894499481999
berek,C5.0,OVER,0.867554243210493
berek,C5.0,UNDER,0.883678687747438
berek,C5.0,SMOTE,0.889996787471787
berek,C5.0,ROSE,0.737877231795982
camel-1.0,C5.0,ORIGINAL,0.666842923808099
camel-1.0,C5.0,OVER,0.696172592748333
camel-1.0,C5.0,UNDER,0.708825798582908
camel-1.0,C5.0,SMOTE,0.747834655850609
camel-1.0,C5.0,ROSE,0.694189126413093
camel-1.2,C5.0,ORIGINAL,0.586729388238395
camel-1.2,C5.0,OVER,0.606281382335511
camel-1.2,C5.0,UNDER,0.568886982669615
camel-1.2,C5.0,SMOTE,0.621507183452977
camel-1.2,C5.0,ROSE,0.541368507199795
camel-1.4,C5.0,ORIGINAL,0.687800875400025
camel-1.4,C5.0,OVER,0.696068611731552
camel-1.4,C5.0,UNDER,0.679835782147711
camel-1.4,C5.0,SMOTE,0.696625002159295
camel-1.4,C5.0,ROSE,0.629622019805842
camel-1.6,C5.0,ORIGINAL,0.681897574238973
camel-1.6,C5.0,OVER,0.682733871956376
camel-1.6,C5.0,UNDER,0.670006920976204
camel-1.6,C5.0,SMOTE,0.685811484692705
camel-1.6,C5.0,ROSE,0.644094039949176
ivy-1.1,C5.0,ORIGINAL,0.709301200396388
ivy-1.1,C5.0,OVER,0.717141841797212
ivy-1.1,C5.0,UNDER,0.691499731907138
ivy-1.1,C5.0,SMOTE,0.707302331502154
ivy-1.1,C5.0,ROSE,0.593902962187094
ivy-1.4,C5.0,ORIGINAL,0.59947217787911
ivy-1.4,C5.0,OVER,0.638269100662967
ivy-1.4,C5.0,UNDER,0.618032102669276
ivy-1.4,C5.0,SMOTE,0.618148272489052
ivy-1.4,C5.0,ROSE,0.621494550031144
ivy-2.0,C5.0,ORIGINAL,0.72789561403284
ivy-2.0,C5.0,OVER,0.730149678399989
ivy-2.0,C5.0,UNDER,0.738038849786609
ivy-2.0,C5.0,SMOTE,0.739406037476073
ivy-2.0,C5.0,ROSE,0.736354238283451
jedit-3.2,C5.0,ORIGINAL,0.805759521728338
jedit-3.2,C5.0,OVER,0.805945444110441
jedit-3.2,C5.0,UNDER,0.812707953583891
jedit-3.2,C5.0,SMOTE,0.811553152297787
jedit-3.2,C5.0,ROSE,0.760869207007952
jedit-4.0,C5.0,ORIGINAL,0.768918300404584
jedit-4.0,C5.0,OVER,0.760941351144703
jedit-4.0,C5.0,UNDER,0.74873814766885
jedit-4.0,C5.0,SMOTE,0.770641791241638
jedit-4.0,C5.0,ROSE,0.728315573676183
jedit-4.1,C5.0,ORIGINAL,0.789428083768751
jedit-4.1,C5.0,OVER,0.79114396336337
jedit-4.1,C5.0,UNDER,0.782156109572668
jedit-4.1,C5.0,SMOTE,0.798512276342467
jedit-4.1,C5.0,ROSE,0.719994378812243
jedit-4.2,C5.0,ORIGINAL,0.788260661064053
jedit-4.2,C5.0,OVER,0.789940177509786
jedit-4.2,C5.0,UNDER,0.783477628520023
jedit-4.2,C5.0,SMOTE,0.802047764680935
jedit-4.2,C5.0,ROSE,0.774284540112246
log4j-1.0,C5.0,ORIGINAL,0.778584827342086
log4j-1.0,C5.0,OVER,0.778071903318474
log4j-1.0,C5.0,UNDER,0.762992074540535
log4j-1.0,C5.0,SMOTE,0.778255912579064
log4j-1.0,C5.0,ROSE,0.785217879159308
log4j-1.1,C5.0,ORIGINAL,0.818042291477897
log4j-1.1,C5.0,OVER,0.804889614302196
log4j-1.1,C5.0,UNDER,0.808165171173322
log4j-1.1,C5.0,SMOTE,0.802354834916776
log4j-1.1,C5.0,ROSE,0.826924791581944
log4j-1.2,C5.0,ORIGINAL,0.6808717300231
log4j-1.2,C5.0,OVER,0.754141921191793
log4j-1.2,C5.0,UNDER,0.670870852581721
log4j-1.2,C5.0,SMOTE,0.697432781657671
log4j-1.2,C5.0,ROSE,0.563590412409426
lucene-2.0,C5.0,ORIGINAL,0.698930591540697
lucene-2.0,C5.0,OVER,0.690200378114865
lucene-2.0,C5.0,UNDER,0.69583877923714
lucene-2.0,C5.0,SMOTE,0.684979649406067
lucene-2.0,C5.0,ROSE,0.652714291541446
lucene-2.2,C5.0,ORIGINAL,0.650967677290989
lucene-2.2,C5.0,OVER,0.652724964961812
lucene-2.2,C5.0,UNDER,0.64295024935415
lucene-2.2,C5.0,SMOTE,0.645852565976921
lucene-2.2,C5.0,ROSE,0.615353392282371
lucene-2.4,C5.0,ORIGINAL,0.774346706102799
lucene-2.4,C5.0,OVER,0.770884594067713
lucene-2.4,C5.0,UNDER,0.76653571168035
lucene-2.4,C5.0,SMOTE,0.768376544280335
lucene-2.4,C5.0,ROSE,0.707612081478537
nieruchomosci,C5.0,ORIGINAL,0.672018650793651
nieruchomosci,C5.0,OVER,0.669400793650794
nieruchomosci,C5.0,UNDER,0.655506349206349
nieruchomosci,C5.0,SMOTE,0.66893253968254
nieruchomosci,C5.0,ROSE,0.62
pbeans2,C5.0,ORIGINAL,0.662477920527185
pbeans2,C5.0,OVER,0.663066033721181
pbeans2,C5.0,UNDER,0.70300957139266
pbeans2,C5.0,SMOTE,0.736821423184658
pbeans2,C5.0,ROSE,0.561805512910292
pdftranslator,C5.0,ORIGINAL,0.803613662131519
pdftranslator,C5.0,OVER,0.812508947467876
pdftranslator,C5.0,UNDER,0.790703911564626
pdftranslator,C5.0,SMOTE,0.818626738473167
pdftranslator,C5.0,ROSE,0.656873648904006
poi-1.5,C5.0,ORIGINAL,0.774320860952363
poi-1.5,C5.0,OVER,0.778572760163494
poi-1.5,C5.0,UNDER,0.771744370056288
poi-1.5,C5.0,SMOTE,0.773316157860014
poi-1.5,C5.0,ROSE,0.655814251029081
poi-2.0,C5.0,ORIGINAL,0.707645188436742
poi-2.0,C5.0,OVER,0.728480414415807
poi-2.0,C5.0,UNDER,0.69552649556043
poi-2.0,C5.0,SMOTE,0.717058794806561
poi-2.0,C5.0,ROSE,0.599054169339596
poi-2.5,C5.0,ORIGINAL,0.881123558379441
poi-2.5,C5.0,OVER,0.882095200152493
poi-2.5,C5.0,UNDER,0.875194624763772
poi-2.5,C5.0,SMOTE,0.878662985187409
poi-2.5,C5.0,ROSE,0.763559628114467
poi-3.0,C5.0,ORIGINAL,0.868491229794894
poi-3.0,C5.0,OVER,0.868179175117672
poi-3.0,C5.0,UNDER,0.866580295990128
poi-3.0,C5.0,SMOTE,0.862283227293652
poi-3.0,C5.0,ROSE,0.783459463408353
prop-1,C5.0,ORIGINAL,0.789742082504132
prop-1,C5.0,OVER,0.783653069736431
prop-1,C5.0,UNDER,0.775254583101318
prop-1,C5.0,SMOTE,0.789403667056119
prop-1,C5.0,ROSE,0.709548229705332
prop-2,C5.0,ORIGINAL,0.832793547490266
prop-2,C5.0,OVER,0.82799840627285
prop-2,C5.0,UNDER,0.798999757928187
prop-2,C5.0,SMOTE,0.830978874186516
prop-2,C5.0,ROSE,0.659140947223082
prop-3,C5.0,ORIGINAL,0.683616835575254
prop-3,C5.0,OVER,0.7218777172423
prop-3,C5.0,UNDER,0.716041142132179
prop-3,C5.0,SMOTE,0.728186564531323
prop-3,C5.0,ROSE,0.622635194778561
prop-4,C5.0,ORIGINAL,0.76591556829323
prop-4,C5.0,OVER,0.749687563851339
prop-4,C5.0,UNDER,0.764318944170175
prop-4,C5.0,SMOTE,0.767807067657295
prop-4,C5.0,ROSE,0.63445800593637
prop-5,C5.0,ORIGINAL,0.752112393268141
prop-5,C5.0,OVER,0.743588002457033
prop-5,C5.0,UNDER,0.737376092570225
prop-5,C5.0,SMOTE,0.74705400248929
prop-5,C5.0,ROSE,0.622079363820452
prop-6,C5.0,ORIGINAL,0.689494646961273
prop-6,C5.0,OVER,0.706270654005154
prop-6,C5.0,UNDER,0.673187306142991
prop-6,C5.0,SMOTE,0.713814353848899
prop-6,C5.0,ROSE,0.517812072261293
redaktor,C5.0,ORIGINAL,0.72991289775883
redaktor,C5.0,OVER,0.733156994869984
redaktor,C5.0,UNDER,0.753537564565451
redaktor,C5.0,SMOTE,0.737817991640121
redaktor,C5.0,ROSE,0.538847409005481
serapion,C5.0,ORIGINAL,0.777138397114868
serapion,C5.0,OVER,0.797563011552717
serapion,C5.0,UNDER,0.774773040956865
serapion,C5.0,SMOTE,0.8001479407575
serapion,C5.0,ROSE,0.735864929188459
skarbonka,C5.0,ORIGINAL,0.675840338474162
skarbonka,C5.0,OVER,0.689119129182365
skarbonka,C5.0,UNDER,0.676124227896287
skarbonka,C5.0,SMOTE,0.724565533758181
skarbonka,C5.0,ROSE,0.612077946563241
synapse-1.0,C5.0,ORIGINAL,0.58717220134635
synapse-1.0,C5.0,OVER,0.588983932369889
synapse-1.0,C5.0,UNDER,0.60679541026112
synapse-1.0,C5.0,SMOTE,0.596011353353797
synapse-1.0,C5.0,ROSE,0.528419810064258
synapse-1.1,C5.0,ORIGINAL,0.775085809040962
synapse-1.1,C5.0,OVER,0.773186807943119
synapse-1.1,C5.0,UNDER,0.754503172471326
synapse-1.1,C5.0,SMOTE,0.772546835042879
synapse-1.1,C5.0,ROSE,0.588923858718637
synapse-1.2,C5.0,ORIGINAL,0.717560001854801
synapse-1.2,C5.0,OVER,0.710563795234995
synapse-1.2,C5.0,UNDER,0.709290105519884
synapse-1.2,C5.0,SMOTE,0.716055670140499
synapse-1.2,C5.0,ROSE,0.674086112605279
szybkafucha,C5.0,ORIGINAL,0.753394841269841
szybkafucha,C5.0,OVER,0.760027777777778
szybkafucha,C5.0,UNDER,0.759978174603175
szybkafucha,C5.0,SMOTE,0.769083333333333
szybkafucha,C5.0,ROSE,0.709051587301587
tomcat,C5.0,ORIGINAL,0.726401308862131
tomcat,C5.0,OVER,0.715514621307259
tomcat,C5.0,UNDER,0.745371010787395
tomcat,C5.0,SMOTE,0.756671916800069
tomcat,C5.0,ROSE,0.783007514299834
velocity-1.4,C5.0,ORIGINAL,0.814361395722294
velocity-1.4,C5.0,OVER,0.823965485835241
velocity-1.4,C5.0,UNDER,0.795568266521188
velocity-1.4,C5.0,SMOTE,0.809294906269209
velocity-1.4,C5.0,ROSE,0.70476344604716
velocity-1.5,C5.0,ORIGINAL,0.769087189250227
velocity-1.5,C5.0,OVER,0.770850958559868
velocity-1.5,C5.0,UNDER,0.758388230478233
velocity-1.5,C5.0,SMOTE,0.7704774809292
velocity-1.5,C5.0,ROSE,0.655241745783263
velocity-1.6,C5.0,ORIGINAL,0.75221349608305
velocity-1.6,C5.0,OVER,0.750325532244744
velocity-1.6,C5.0,UNDER,0.74615402054043
velocity-1.6,C5.0,SMOTE,0.758728122336076
velocity-1.6,C5.0,ROSE,0.645246312693511
workflow,C5.0,ORIGINAL,0.654138059592524
workflow,C5.0,OVER,0.665389497869855
workflow,C5.0,UNDER,0.642501683931148
workflow,C5.0,SMOTE,0.658577492183742
workflow,C5.0,ROSE,0.547461432780183
xalan-2.4,C5.0,ORIGINAL,0.74415320532498
xalan-2.4,C5.0,OVER,0.739697883260535
xalan-2.4,C5.0,UNDER,0.726397303316396
xalan-2.4,C5.0,SMOTE,0.746292080497173
xalan-2.4,C5.0,ROSE,0.675710970431188
xalan-2.5,C5.0,ORIGINAL,0.688162130548281
xalan-2.5,C5.0,OVER,0.700689910586499
xalan-2.5,C5.0,UNDER,0.692179762189306
xalan-2.5,C5.0,SMOTE,0.71785765108813
xalan-2.5,C5.0,ROSE,0.55466097913676
xalan-2.6,C5.0,ORIGINAL,0.828460492832531
xalan-2.6,C5.0,OVER,0.826815498055476
xalan-2.6,C5.0,UNDER,0.826570409466377
xalan-2.6,C5.0,SMOTE,0.830214619539932
xalan-2.6,C5.0,ROSE,0.747038644267481
xerces-1.2,C5.0,ORIGINAL,0.771218520270071
xerces-1.2,C5.0,OVER,0.77461182904879
xerces-1.2,C5.0,UNDER,0.751007779968794
xerces-1.2,C5.0,SMOTE,0.77974171588988
xerces-1.2,C5.0,ROSE,0.619798680955264
xerces-1.3,C5.0,ORIGINAL,0.825385963533321
xerces-1.3,C5.0,OVER,0.812468964501456
xerces-1.3,C5.0,UNDER,0.817110345930122
xerces-1.3,C5.0,SMOTE,0.819786256195338
xerces-1.3,C5.0,ROSE,0.80968169366314
xerces-1.4,C5.0,ORIGINAL,0.940798948549199
xerces-1.4,C5.0,OVER,0.945360557383241
xerces-1.4,C5.0,UNDER,0.943324060520945
xerces-1.4,C5.0,SMOTE,0.942097878545065
xerces-1.4,C5.0,ROSE,0.802036568571789
zuzel,C5.0,ORIGINAL,0.754738095238095
zuzel,C5.0,OVER,0.750781349206349
zuzel,C5.0,UNDER,0.751936111111111
