system,classifier,technique,AUC
cm1,AVNNet,UNDER,0.742030986413255
cm1,AVNNet,SMOTE,0.754077544967955
cm1,AVNNet,ROSE,0.700940421233594
kc2,AVNNet,ORIGINAL,0.735172822935514
kc2,AVNNet,OVER,0.80025423496661
kc2,AVNNet,UNDER,0.800738998524464
kc2,AVNNet,SMOTE,0.804611158517126
kc2,AVNNet,ROSE,0.820080651950935
ant-1.3,AVNNet,ORIGINAL,0.620369171510498
ant-1.3,AVNNet,OVER,0.707745587958853
ant-1.3,AVNNet,UNDER,0.663093046118328
ant-1.3,AVNNet,SMOTE,0.717951475118144
ant-1.3,AVNNet,ROSE,0.658439679937287
ant-1.4,AVNNet,ORIGINAL,0.598365996945899
ant-1.4,AVNNet,OVER,0.655162436285443
ant-1.4,AVNNet,UNDER,0.603134568135708
ant-1.4,AVNNet,SMOTE,0.637208538703368
ant-1.4,AVNNet,ROSE,0.5761283572259
ant-1.5,AVNNet,ORIGINAL,0.534657030717642
ant-1.5,AVNNet,OVER,0.693837917330626
ant-1.5,AVNNet,UNDER,0.663895940391552
ant-1.5,AVNNet,SMOTE,0.684219429254998
ant-1.5,AVNNet,ROSE,0.642766464190658
ant-1.6,AVNNet,ORIGINAL,0.678567106248626
ant-1.6,AVNNet,OVER,0.720885662932353
ant-1.6,AVNNet,UNDER,0.715876638561868
ant-1.6,AVNNet,SMOTE,0.727475084192612
ant-1.6,AVNNet,ROSE,0.725142646346595
ant-1.7,AVNNet,ORIGINAL,0.659132520528648
ant-1.7,AVNNet,OVER,0.750413576642576
ant-1.7,AVNNet,UNDER,0.73897351214006
ant-1.7,AVNNet,SMOTE,0.748044041882724
ant-1.7,AVNNet,ROSE,0.710181041692964
arc,AVNNet,ORIGINAL,0.561151712970237
arc,AVNNet,OVER,0.711709996603054
arc,AVNNet,UNDER,0.719886178326855
arc,AVNNet,SMOTE,0.721224180068364
arc,AVNNet,ROSE,0.680264543753464
berek,AVNNet,ORIGINAL,0.913168957893958
berek,AVNNet,OVER,0.941427480852481
berek,AVNNet,UNDER,0.931922224072224
berek,AVNNet,SMOTE,0.941945794945795
berek,AVNNet,ROSE,0.880555837680838
camel-1.0,AVNNet,ORIGINAL,0.521830203660497
camel-1.0,AVNNet,OVER,0.657119177454086
camel-1.0,AVNNet,UNDER,0.682263139514074
camel-1.0,AVNNet,SMOTE,0.677109887969242
camel-1.0,AVNNet,ROSE,0.735022077973977
camel-1.2,AVNNet,ORIGINAL,0.597781299824811
camel-1.2,AVNNet,OVER,0.602968574777087
camel-1.2,AVNNet,UNDER,0.602420732934206
camel-1.2,AVNNet,SMOTE,0.61049405855911
camel-1.2,AVNNet,ROSE,0.545619721755927
camel-1.4,AVNNet,ORIGINAL,0.557640873303652
camel-1.4,AVNNet,OVER,0.677455172960788
camel-1.4,AVNNet,UNDER,0.656340412646955
camel-1.4,AVNNet,SMOTE,0.679143218469782
camel-1.4,AVNNet,ROSE,0.639889491959452
camel-1.6,AVNNet,ORIGINAL,0.584104725648151
camel-1.6,AVNNet,OVER,0.648054769354127
camel-1.6,AVNNet,UNDER,0.652655927233477
camel-1.6,AVNNet,SMOTE,0.657402639419508
camel-1.6,AVNNet,ROSE,0.630900665381704
ivy-1.1,AVNNet,ORIGINAL,0.691948758915397
ivy-1.1,AVNNet,OVER,0.691237113093453
ivy-1.1,AVNNet,UNDER,0.684451144650935
ivy-1.1,AVNNet,SMOTE,0.703748158508798
ivy-1.1,AVNNet,ROSE,0.639039776801861
ivy-1.4,AVNNet,ORIGINAL,0.513096845147506
ivy-1.4,AVNNet,OVER,0.60493860859919
ivy-1.4,AVNNet,UNDER,0.587613142871075
ivy-1.4,AVNNet,SMOTE,0.62229302450997
ivy-1.4,AVNNet,ROSE,0.597826007381578
ivy-2.0,AVNNet,ORIGINAL,0.570536898916114
ivy-2.0,AVNNet,OVER,0.709114186246946
ivy-2.0,AVNNet,UNDER,0.704050831809603
ivy-2.0,AVNNet,SMOTE,0.690055572592801
ivy-2.0,AVNNet,ROSE,0.748455623601102
jedit-3.2,AVNNet,ORIGINAL,0.76852756679379
jedit-3.2,AVNNet,OVER,0.797869402634608
jedit-3.2,AVNNet,UNDER,0.79073456738533
jedit-3.2,AVNNet,SMOTE,0.795811410363326
jedit-3.2,AVNNet,ROSE,0.697658093810442
jedit-4.0,AVNNet,ORIGINAL,0.67598252856858
jedit-4.0,AVNNet,OVER,0.705985905364091
jedit-4.0,AVNNet,UNDER,0.70280514878581
jedit-4.0,AVNNet,SMOTE,0.715854336805958
jedit-4.0,AVNNet,ROSE,0.724358695043779
jedit-4.1,AVNNet,ORIGINAL,0.712289298469292
jedit-4.1,AVNNet,OVER,0.810019885292533
jedit-4.1,AVNNet,UNDER,0.771078020859677
jedit-4.1,AVNNet,SMOTE,0.793450897340899
jedit-4.1,AVNNet,ROSE,0.727029068434153
jedit-4.2,AVNNet,ORIGINAL,0.590430385564222
jedit-4.2,AVNNet,OVER,0.769307823851265
jedit-4.2,AVNNet,UNDER,0.75890207039874
jedit-4.2,AVNNet,SMOTE,0.775074196981902
jedit-4.2,AVNNet,ROSE,0.750909457376919
jedit-4.3,AVNNet,ORIGINAL,0.502367333213235
jedit-4.3,AVNNet,OVER,0.781541070484025
jedit-4.3,AVNNet,UNDER,0.65754952012715
jedit-4.3,AVNNet,SMOTE,0.717986099783675
jedit-4.3,AVNNet,ROSE,0.61593494491436
log4j-1.0,AVNNet,ORIGINAL,0.706398569841636
log4j-1.0,AVNNet,OVER,0.762793071574417
log4j-1.0,AVNNet,UNDER,0.771948306733207
log4j-1.0,AVNNet,SMOTE,0.759867485897893
log4j-1.0,AVNNet,ROSE,0.792001920838727
log4j-1.1,AVNNet,ORIGINAL,0.743051246001249
log4j-1.1,AVNNet,OVER,0.725231648441423
log4j-1.1,AVNNet,UNDER,0.709418261869146
log4j-1.1,AVNNet,SMOTE,0.701065922187463
log4j-1.1,AVNNet,ROSE,0.765682016122468
log4j-1.2,AVNNet,ORIGINAL,0.541186303042499
log4j-1.2,AVNNet,OVER,0.667730656409974
log4j-1.2,AVNNet,UNDER,0.672075437211476
log4j-1.2,AVNNet,SMOTE,0.668305610220972
log4j-1.2,AVNNet,ROSE,0.694165457768336
lucene-2.0,AVNNet,ORIGINAL,0.628992834175777
lucene-2.0,AVNNet,OVER,0.618383972212624
lucene-2.0,AVNNet,UNDER,0.625737285862982
lucene-2.0,AVNNet,SMOTE,0.63086269247298
lucene-2.0,AVNNet,ROSE,0.634221002931909
lucene-2.2,AVNNet,ORIGINAL,0.599506484970876
lucene-2.2,AVNNet,OVER,0.603226671856917
lucene-2.2,AVNNet,UNDER,0.603741434209284
lucene-2.2,AVNNet,SMOTE,0.607713878577594
lucene-2.2,AVNNet,ROSE,0.611759429755326
lucene-2.4,AVNNet,ORIGINAL,0.673956796709146
lucene-2.4,AVNNet,OVER,0.679686721451502
lucene-2.4,AVNNet,UNDER,0.664390630848052
lucene-2.4,AVNNet,SMOTE,0.67873732871361
lucene-2.4,AVNNet,ROSE,0.64327740034326
nieruchomosci,AVNNet,ORIGINAL,0.692473015873016
nieruchomosci,AVNNet,OVER,0.692334523809524
nieruchomosci,AVNNet,UNDER,0.679588227513228
nieruchomosci,AVNNet,SMOTE,0.702854365079365
nieruchomosci,AVNNet,ROSE,0.682680555555556
pdftranslator,AVNNet,ORIGINAL,0.714417857142857
pdftranslator,AVNNet,OVER,0.736896560846561
pdftranslator,AVNNet,UNDER,0.742662490551776
pdftranslator,AVNNet,SMOTE,0.75298851095994
pdftranslator,AVNNet,ROSE,0.700352343159486
poi-1.5,AVNNet,ORIGINAL,0.752110615517707
poi-1.5,AVNNet,OVER,0.751061769246003
poi-1.5,AVNNet,UNDER,0.744763482576297
poi-1.5,AVNNet,SMOTE,0.755527627514705
poi-1.5,AVNNet,ROSE,0.606393129998067
poi-2.0,AVNNet,ORIGINAL,0.533294411880768
poi-2.0,AVNNet,OVER,0.686245184141001
poi-2.0,AVNNet,UNDER,0.669271111553897
poi-2.0,AVNNet,SMOTE,0.687649325225021
poi-2.0,AVNNet,ROSE,0.637590208576163
poi-2.5,AVNNet,ORIGINAL,0.842900143583069
poi-2.5,AVNNet,OVER,0.85022122313135
poi-2.5,AVNNet,UNDER,0.847663059720342
poi-2.5,AVNNet,SMOTE,0.846553593038271
poi-2.5,AVNNet,ROSE,0.693396482087627
poi-3.0,AVNNet,ORIGINAL,0.81041875636498
poi-3.0,AVNNet,OVER,0.82891672805769
poi-3.0,AVNNet,UNDER,0.822518793898441
poi-3.0,AVNNet,SMOTE,0.816874217392518
poi-3.0,AVNNet,ROSE,0.756667333119828
prop-3,AVNNet,ORIGINAL,0.543359833661132
prop-3,AVNNet,OVER,0.73130637025283
prop-3,AVNNet,UNDER,0.71928132795112
prop-3,AVNNet,SMOTE,0.729377754840237
prop-3,AVNNet,ROSE,0.644204927606991
prop-4,AVNNet,ORIGINAL,0.562364203481556
prop-4,AVNNet,OVER,0.763787799776379
prop-4,AVNNet,UNDER,0.757793744194117
prop-4,AVNNet,SMOTE,0.761161115508095
prop-4,AVNNet,ROSE,0.651444933999665
prop-5,AVNNet,ORIGINAL,0.57361891760786
prop-5,AVNNet,OVER,0.732331575619458
prop-5,AVNNet,UNDER,0.722810942267887
prop-5,AVNNet,SMOTE,0.728591361033054
prop-5,AVNNet,ROSE,0.638846147663964
prop-6,AVNNet,ORIGINAL,0.537866576745427
prop-6,AVNNet,OVER,0.693600389584789
prop-6,AVNNet,UNDER,0.657303287377169
prop-6,AVNNet,SMOTE,0.653824040112583
prop-6,AVNNet,ROSE,0.650332902190267
redaktor,AVNNet,ORIGINAL,0.612384467054425
redaktor,AVNNet,OVER,0.819199521430405
redaktor,AVNNet,UNDER,0.768430865241697
redaktor,AVNNet,SMOTE,0.761697014906379
redaktor,AVNNet,ROSE,0.64619251264989
skarbonka,AVNNet,ORIGINAL,0.650616526529027
skarbonka,AVNNet,OVER,0.696444001260178
skarbonka,AVNNet,UNDER,0.716747021769081
skarbonka,AVNNet,SMOTE,0.707461144737615
skarbonka,AVNNet,ROSE,0.692126075558429
synapse-1.0,AVNNet,ORIGINAL,0.548558547128772
synapse-1.0,AVNNet,OVER,0.628779430418109
synapse-1.0,AVNNet,UNDER,0.619311265271429
synapse-1.0,AVNNet,SMOTE,0.616795273006106
synapse-1.0,AVNNet,ROSE,0.648492062131205
synapse-1.1,AVNNet,ORIGINAL,0.724788654754086
synapse-1.1,AVNNet,OVER,0.760724506273404
synapse-1.1,AVNNet,UNDER,0.741699837928868
synapse-1.1,AVNNet,SMOTE,0.754929915503877
synapse-1.1,AVNNet,ROSE,0.670055900795147
synapse-1.2,AVNNet,ORIGINAL,0.662291012803741
synapse-1.2,AVNNet,OVER,0.669190907424879
synapse-1.2,AVNNet,UNDER,0.665660933749049
synapse-1.2,AVNNet,SMOTE,0.682852800958613
synapse-1.2,AVNNet,ROSE,0.601677534127094
szybkafucha,AVNNet,ORIGINAL,0.781588888888889
szybkafucha,AVNNet,OVER,0.77084126984127
szybkafucha,AVNNet,UNDER,0.787380555555556
szybkafucha,AVNNet,SMOTE,0.780542857142857
szybkafucha,AVNNet,ROSE,0.840084126984127
termoproject,AVNNet,ORIGINAL,0.680084257409257
termoproject,AVNNet,OVER,0.69469111999112
termoproject,AVNNet,UNDER,0.6685657000407
termoproject,AVNNet,SMOTE,0.674689838864839
termoproject,AVNNet,ROSE,0.68349798997299
tomcat,AVNNet,ORIGINAL,0.533015238428725
tomcat,AVNNet,OVER,0.722660187259353
tomcat,AVNNet,UNDER,0.726452686531139
tomcat,AVNNet,SMOTE,0.740964252242097
tomcat,AVNNet,ROSE,0.766946085318051
velocity-1.4,AVNNet,ORIGINAL,0.728654021112931
velocity-1.4,AVNNet,OVER,0.776809334478812
velocity-1.4,AVNNet,UNDER,0.774101683285721
velocity-1.4,AVNNet,SMOTE,0.750531988735357
velocity-1.4,AVNNet,ROSE,0.613955644023353
velocity-1.5,AVNNet,ORIGINAL,0.725166169713433
velocity-1.5,AVNNet,OVER,0.752016231302406
velocity-1.5,AVNNet,UNDER,0.741498719491526
velocity-1.5,AVNNet,SMOTE,0.75083950873521
velocity-1.5,AVNNet,ROSE,0.635165633419817
velocity-1.6,AVNNet,ORIGINAL,0.678109106840858
velocity-1.6,AVNNet,OVER,0.728222576797999
velocity-1.6,AVNNet,UNDER,0.714253619151885
velocity-1.6,AVNNet,SMOTE,0.732014756661962
velocity-1.6,AVNNet,ROSE,0.646513458977846
workflow,AVNNet,ORIGINAL,0.663848750588036
workflow,AVNNet,OVER,0.650244334369334
workflow,AVNNet,UNDER,0.676368688850832
workflow,AVNNet,SMOTE,0.691141055373198
workflow,AVNNet,ROSE,0.639518514818515
xalan-2.4,AVNNet,ORIGINAL,0.582476959283252
xalan-2.4,AVNNet,OVER,0.703327572622688
xalan-2.4,AVNNet,UNDER,0.695316362163877
xalan-2.4,AVNNet,SMOTE,0.709334452938523
xalan-2.4,AVNNet,ROSE,0.674100716064811
xalan-2.5,AVNNet,ORIGINAL,0.669460544514533
xalan-2.5,AVNNet,OVER,0.668506754460008
xalan-2.5,AVNNet,UNDER,0.668240987606619
xalan-2.5,AVNNet,SMOTE,0.670081842373934
xalan-2.5,AVNNet,ROSE,0.551472456098271
xalan-2.6,AVNNet,ORIGINAL,0.801893992713849
xalan-2.6,AVNNet,OVER,0.803211767739311
xalan-2.6,AVNNet,UNDER,0.797899520063624
xalan-2.6,AVNNet,SMOTE,0.806508267033411
xalan-2.6,AVNNet,ROSE,0.757302119316479
xalan-2.7,AVNNet,ORIGINAL,0.508661536007817
xalan-2.7,AVNNet,OVER,0.811213901312898
xalan-2.7,AVNNet,UNDER,0.783658725968946
xalan-2.7,AVNNet,SMOTE,0.851055297860705
xalan-2.7,AVNNet,ROSE,0.794676985572175
xerces-1.2,AVNNet,ORIGINAL,0.609919094572397
xerces-1.2,AVNNet,OVER,0.746161260838484
xerces-1.2,AVNNet,UNDER,0.734860477586143
xerces-1.2,AVNNet,SMOTE,0.740920235204774
xerces-1.2,AVNNet,ROSE,0.555009808117818
xerces-1.3,AVNNet,ORIGINAL,0.591831245225573
xerces-1.3,AVNNet,OVER,0.754677731303096
xerces-1.3,AVNNet,UNDER,0.740998849312674
xerces-1.3,AVNNet,SMOTE,0.750440739491878
xerces-1.3,AVNNet,ROSE,0.736393798553161
xerces-1.4,AVNNet,ORIGINAL,0.881901528511322
xerces-1.4,AVNNet,OVER,0.922639986060132
xerces-1.4,AVNNet,UNDER,0.92104317432537
xerces-1.4,AVNNet,SMOTE,0.921206752621138
xerces-1.4,AVNNet,ROSE,0.822625430462884
zuzel,AVNNet,ORIGINAL,0.776644113756614
zuzel,AVNNet,OVER,0.758118584656085
zuzel,AVNNet,UNDER,0.755754365079365
zuzel,AVNNet,SMOTE,0.761247420634921
zuzel,AVNNet,ROSE,0.686546362433862
eclipse-2.0,AVNNet,ORIGINAL,0.595993798455697
eclipse-2.0,AVNNet,OVER,0.794376323071855
eclipse-2.0,AVNNet,UNDER,0.782286376690951
eclipse-2.0,AVNNet,SMOTE,0.794177721350038
eclipse-2.0,AVNNet,ROSE,0.734885240315247
eclipse-2.1,AVNNet,ORIGINAL,0.536483966640739
eclipse-2.1,AVNNet,OVER,0.756147669055214
eclipse-2.1,AVNNet,UNDER,0.746690346100484
eclipse-2.1,AVNNet,SMOTE,0.756272144556622
eclipse-2.1,AVNNet,ROSE,0.709404242978207
eclipse-3.0,AVNNet,ORIGINAL,0.571512846475592
eclipse-3.0,AVNNet,OVER,0.784116939866998
eclipse-3.0,AVNNet,UNDER,0.774817490830034
eclipse-3.0,AVNNet,SMOTE,0.777784510147531
eclipse-3.0,AVNNet,ROSE,0.736419022163516
Zxing,AVNNet,ORIGINAL,0.646605922120765
Zxing,AVNNet,OVER,0.665967560073637
Zxing,AVNNet,UNDER,0.660170357593957
Zxing,AVNNet,SMOTE,0.654257099497801
Zxing,AVNNet,ROSE,0.575635221110423
eclipse34_debug,AVNNet,ORIGINAL,0.642931328850744
eclipse34_debug,AVNNet,OVER,0.718513977929913
eclipse34_debug,AVNNet,UNDER,0.703880803829097
eclipse34_debug,AVNNet,SMOTE,0.714591870608555
eclipse34_debug,AVNNet,ROSE,0.696038079384294
eclipse34_swt,AVNNet,ORIGINAL,0.931084268660498
eclipse34_swt,AVNNet,OVER,0.930197644662504
eclipse34_swt,AVNNet,UNDER,0.931800107094602
eclipse34_swt,AVNNet,SMOTE,0.929449519182654
eclipse34_swt,AVNNet,ROSE,0.785131422752837
equinox,AVNNet,ORIGINAL,0.777037841866319
equinox,AVNNet,OVER,0.771445051110101
equinox,AVNNet,UNDER,0.772943050206403
equinox,AVNNet,SMOTE,0.785603668188892
equinox,AVNNet,ROSE,0.779446309768397
mylyn,AVNNet,ORIGINAL,0.596695347101475
mylyn,AVNNet,OVER,0.774043786596533
mylyn,AVNNet,UNDER,0.769080275023957
mylyn,AVNNet,SMOTE,0.780018710155917
mylyn,AVNNet,ROSE,0.645493273509957
pde,AVNNet,ORIGINAL,0.536066046553519
pde,AVNNet,OVER,0.684672203227307
pde,AVNNet,UNDER,0.67395320457994
pde,AVNNet,SMOTE,0.685376670713658
pde,AVNNet,ROSE,0.701998988365966
JM1,GBM,ORIGINAL,0.6509781168181
JM1,GBM,OVER,0.658922980709012
JM1,GBM,UNDER,0.648988685529491
JM1,GBM,SMOTE,0.660581225840686
JM1,GBM,ROSE,0.639792412502957
KC3,GBM,ORIGINAL,0.5649550169426
KC3,GBM,OVER,0.593551404534032
KC3,GBM,UNDER,0.55682696916478
KC3,GBM,SMOTE,0.583579334737697
KC3,GBM,ROSE,0.608131329438286
MC1,GBM,ORIGINAL,0.567679248930268
MC1,GBM,OVER,0.767045807329774
MC1,GBM,UNDER,0.593402283073541
MC1,GBM,SMOTE,0.744551615243787
MC1,GBM,ROSE,0.708558374561276
MC2,GBM,ORIGINAL,0.578552660244853
MC2,GBM,OVER,0.582811609188706
MC2,GBM,UNDER,0.578578597465676
MC2,GBM,SMOTE,0.637542795812277
MC2,GBM,ROSE,0.578930887732246
PC1,GBM,ORIGINAL,0.643177301947452
PC1,GBM,OVER,0.758248574634436
PC1,GBM,UNDER,0.715363173636784
PC1,GBM,SMOTE,0.738351376387605
PC1,GBM,ROSE,0.747818470790496
PC3,GBM,ORIGINAL,0.670733007117178
PC3,GBM,OVER,0.702675320335526
PC3,GBM,UNDER,0.658722473139123
PC3,GBM,SMOTE,0.715235990290601
PC3,GBM,ROSE,0.707713528744645
PC4,GBM,ORIGINAL,0.855921197548348
PC4,GBM,OVER,0.899463713667972
PC4,GBM,UNDER,0.812646761847752
PC4,GBM,SMOTE,0.872680948765976
PC4,GBM,ROSE,0.796286719520037
PC5,GBM,ORIGINAL,0.683608342914242
PC5,GBM,OVER,0.688738825839692
PC5,GBM,UNDER,0.67894292540401
PC5,GBM,SMOTE,0.702309243904449
PC5,GBM,ROSE,0.664977693861311
cm1,GBM,ORIGINAL,0.651025006363972
cm1,GBM,OVER,0.709808403037445
cm1,GBM,UNDER,0.625859496614902
cm1,GBM,SMOTE,0.673276427556836
cm1,GBM,ROSE,0.620508537001548
kc2,GBM,ORIGINAL,0.692954253121088
kc2,GBM,OVER,0.728774531761876
kc2,GBM,UNDER,0.66764751198951
kc2,GBM,SMOTE,0.764924635037151
kc2,GBM,ROSE,0.75202328038529
ant-1.4,GBM,ORIGINAL,0.560412403730433
ant-1.4,GBM,OVER,0.578125036383378
ant-1.4,GBM,UNDER,0.53609002530229
ant-1.4,GBM,SMOTE,0.577885611068281
ant-1.4,GBM,ROSE,0.535574611904513
ant-1.6,GBM,ORIGINAL,0.647859308079212
ant-1.6,GBM,OVER,0.678417633782921
ant-1.6,GBM,UNDER,0.611656750786053
ant-1.6,GBM,SMOTE,0.705653910495251
ant-1.6,GBM,ROSE,0.696104520352228
ant-1.7,GBM,ORIGINAL,0.659219976885544
ant-1.7,GBM,OVER,0.672660514809141
ant-1.7,GBM,UNDER,0.659899967918833
ant-1.7,GBM,SMOTE,0.683984173069972
ant-1.7,GBM,ROSE,0.701682027392363
camel-1.2,GBM,ORIGINAL,0.575737552122125
camel-1.2,GBM,OVER,0.580805582144006
camel-1.2,GBM,UNDER,0.563863181529969
camel-1.2,GBM,SMOTE,0.591566079135249
camel-1.2,GBM,ROSE,0.544575303355964
camel-1.4,GBM,ORIGINAL,0.604917566757496
camel-1.4,GBM,OVER,0.616509541470812
camel-1.4,GBM,UNDER,0.587506071027593
camel-1.4,GBM,SMOTE,0.639816876714261
camel-1.4,GBM,ROSE,0.607686573184638
camel-1.6,GBM,ORIGINAL,0.612226051027412
camel-1.6,GBM,OVER,0.621856426308653
camel-1.6,GBM,UNDER,0.602221602041957
camel-1.6,GBM,SMOTE,0.637518271087483
camel-1.6,GBM,ROSE,0.621467277649437
ivy-1.1,GBM,ORIGINAL,0.557365031659285
ivy-1.1,GBM,OVER,0.605094245708612
ivy-1.1,GBM,UNDER,0.563278521351559
ivy-1.1,GBM,SMOTE,0.621640802430143
ivy-1.1,GBM,ROSE,0.561244772214729
jedit-4.0,GBM,ORIGINAL,0.656839232999331
jedit-4.0,GBM,OVER,0.679402739951177
jedit-4.0,GBM,UNDER,0.643554678117734
jedit-4.0,GBM,SMOTE,0.701902970978341
jedit-4.0,GBM,ROSE,0.700727135154802
jedit-4.1,GBM,ORIGINAL,0.653373961016522
jedit-4.1,GBM,OVER,0.673147082093731
jedit-4.1,GBM,UNDER,0.615752720254349
jedit-4.1,GBM,SMOTE,0.709792047313795
jedit-4.1,GBM,ROSE,0.691963499859614
jedit-4.2,GBM,ORIGINAL,0.63886457668317
jedit-4.2,GBM,OVER,0.713481774219984
jedit-4.2,GBM,UNDER,0.648831535127692
jedit-4.2,GBM,SMOTE,0.693747182494282
jedit-4.2,GBM,ROSE,0.745530367538877
log4j-1.1,GBM,ORIGINAL,0.591559862502367
log4j-1.1,GBM,OVER,0.672969106509552
log4j-1.1,GBM,UNDER,0.588270827743166
log4j-1.1,GBM,SMOTE,0.732643474016887
log4j-1.1,GBM,ROSE,0.744802523120361
lucene-2.0,GBM,ORIGINAL,0.657249944771398
lucene-2.0,GBM,OVER,0.643292478155025
lucene-2.0,GBM,UNDER,0.623097704940349
lucene-2.0,GBM,SMOTE,0.67642834362051
lucene-2.0,GBM,ROSE,0.662468582366846
lucene-2.2,GBM,ORIGINAL,0.572168895321904
lucene-2.2,GBM,OVER,0.582006248269636
lucene-2.2,GBM,UNDER,0.571190257977366
lucene-2.2,GBM,SMOTE,0.585282752137355
lucene-2.2,GBM,ROSE,0.596913709061982
lucene-2.4,GBM,ORIGINAL,0.668412705839415
lucene-2.4,GBM,OVER,0.683981194643232
lucene-2.4,GBM,UNDER,0.665035288662951
lucene-2.4,GBM,SMOTE,0.699292018630768
lucene-2.4,GBM,ROSE,0.697609760913053
poi-1.5,GBM,ORIGINAL,0.643339677271574
poi-1.5,GBM,OVER,0.67378019634636
poi-1.5,GBM,UNDER,0.630656408362723
poi-1.5,GBM,SMOTE,0.697811345924791
poi-1.5,GBM,ROSE,0.613302192194374
poi-2.0,GBM,ORIGINAL,0.569386679086274
poi-2.0,GBM,OVER,0.59749746834773
poi-2.0,GBM,UNDER,0.591488813887511
poi-2.0,GBM,SMOTE,0.600009388702135
poi-2.0,GBM,ROSE,0.593993971811727
poi-2.5,GBM,ORIGINAL,0.732537249590577
poi-2.5,GBM,OVER,0.783602634503139
poi-2.5,GBM,UNDER,0.693077761135654
poi-2.5,GBM,SMOTE,0.795823450659237
poi-2.5,GBM,ROSE,0.713470300066034
poi-3.0,GBM,ORIGINAL,0.755506010640397
poi-3.0,GBM,OVER,0.779152063182025
poi-3.0,GBM,UNDER,0.741789098282245
poi-3.0,GBM,SMOTE,0.78637165632339
poi-3.0,GBM,ROSE,0.771766449760988
prop-1,GBM,ORIGINAL,0.759552845620669
prop-1,GBM,OVER,0.763590094507504
prop-1,GBM,UNDER,0.751990785417271
prop-1,GBM,SMOTE,0.758152936823813
prop-1,GBM,ROSE,0.693718676994996
prop-2,GBM,ORIGINAL,0.752631552411168
prop-2,GBM,OVER,0.764575936245825
prop-2,GBM,UNDER,0.751228982110127
prop-2,GBM,SMOTE,0.754091157722539
prop-2,GBM,ROSE,0.648087803553735
prop-3,GBM,ORIGINAL,0.677909531552483
prop-3,GBM,OVER,0.690596892562153
prop-3,GBM,UNDER,0.672356501819635
prop-3,GBM,SMOTE,0.683185115205107
prop-3,GBM,ROSE,0.630812286260568
prop-4,GBM,ORIGINAL,0.698318043888208
prop-4,GBM,OVER,0.749326301658402
prop-4,GBM,UNDER,0.730464135959951
prop-4,GBM,SMOTE,0.739872697570221
prop-4,GBM,ROSE,0.631979826099313
prop-5,GBM,ORIGINAL,0.709120276903796
prop-5,GBM,OVER,0.71955603876067
prop-5,GBM,UNDER,0.70754435078992
prop-5,GBM,SMOTE,0.712308840236422
prop-5,GBM,ROSE,0.642425854456101
prop-6,GBM,ORIGINAL,0.588389957712573
prop-6,GBM,OVER,0.683925960651701
prop-6,GBM,UNDER,0.563410830990196
prop-6,GBM,SMOTE,0.632429749007495
prop-6,GBM,ROSE,0.525562594330162
synapse-1.1,GBM,ORIGINAL,0.612914747478024
synapse-1.1,GBM,OVER,0.640635261415124
synapse-1.1,GBM,UNDER,0.594454304998181
synapse-1.1,GBM,SMOTE,0.673743606258565
synapse-1.1,GBM,ROSE,0.571451120674182
synapse-1.2,GBM,ORIGINAL,0.702602698131367
synapse-1.2,GBM,OVER,0.709536091585019
synapse-1.2,GBM,UNDER,0.678936745785387
synapse-1.2,GBM,SMOTE,0.717250082421597
synapse-1.2,GBM,ROSE,0.615098434275155
tomcat,GBM,ORIGINAL,0.587995507532088
tomcat,GBM,OVER,0.619115043429201
tomcat,GBM,UNDER,0.590214932223516
tomcat,GBM,SMOTE,0.656780673771071
tomcat,GBM,ROSE,0.742700874789662
velocity-1.4,GBM,ORIGINAL,0.604701924666882
velocity-1.4,GBM,OVER,0.703425382149275
velocity-1.4,GBM,UNDER,0.611542570021575
velocity-1.4,GBM,SMOTE,0.68494063592583
velocity-1.4,GBM,ROSE,0.663803660477004
velocity-1.5,GBM,ORIGINAL,0.628097752620234
velocity-1.5,GBM,OVER,0.657630100357746
velocity-1.5,GBM,UNDER,0.608303796315757
velocity-1.5,GBM,SMOTE,0.673792690767614
velocity-1.5,GBM,ROSE,0.630500186118323
xalan-2.4,GBM,ORIGINAL,0.648338057618606
xalan-2.4,GBM,OVER,0.677841614667869
xalan-2.4,GBM,UNDER,0.636840343808047
xalan-2.4,GBM,SMOTE,0.680047261142513
xalan-2.4,GBM,ROSE,0.641181590230958
xalan-2.5,GBM,ORIGINAL,0.596186891936413
xalan-2.5,GBM,OVER,0.59300927570586
xalan-2.5,GBM,UNDER,0.594131567329673
xalan-2.5,GBM,SMOTE,0.617531625971727
xalan-2.5,GBM,ROSE,0.544495813646551
xalan-2.6,GBM,ORIGINAL,0.743070282544691
xalan-2.6,GBM,OVER,0.739811519936853
xalan-2.6,GBM,UNDER,0.747958629720104
xalan-2.6,GBM,SMOTE,0.77381263758293
xalan-2.6,GBM,ROSE,0.716099457536962
xerces-1.2,GBM,ORIGINAL,0.658041816295121
xerces-1.2,GBM,OVER,0.715864654417304
xerces-1.2,GBM,UNDER,0.613927899205937
xerces-1.2,GBM,SMOTE,0.707552402137046
xerces-1.2,GBM,ROSE,0.579019236449017
xerces-1.3,GBM,ORIGINAL,0.678940960796397
xerces-1.3,GBM,OVER,0.731818065227228
xerces-1.3,GBM,UNDER,0.667097219710636
xerces-1.3,GBM,SMOTE,0.747416035042344
xerces-1.3,GBM,ROSE,0.738210895453498
